"page_num";"type";"title";"link";"authors";"source";"date";"issue";"volume";"pages";"doi";"keywords"
5;"Статья";"Selbstakzeptanz und Autoritarismus: Ein empirisches Pladoyer fur die Wiedereinfuhrung einer psychodynamischen Komponente in die Autoritarismusforschung [Self-acceptance and authoritarianism: an empirical plea for the reintroduction of a psychodynamic component into authoritarianism research]";"https://publications.hse.ru/view/212161877";"Boehnke Klaus; Kornyeyeva L.; Arant R.";"Politische Psychologie";"2018";"1";"6";"155 - 175";NA;"авторитарная личность; родительский авторитаризм; авторитаризм и культура; транзактный анализ"
5;"Статья";"Social Cohesion and Its Correlates: A Comparison of Western and Asian Societies";"https://publications.hse.ru/view/219632325";"Delhey J.; Boehnke Klaus; Dragolov G.; Ignacz Z.; Larsen M.; Lorenz J.; Koch M.";"Comparative Sociology";"2018";"3-4";"17";"426 - 455";"10.1163/15691330-12341468";NA
5;"Статья";"Teachers' Values and Social Competencies: Towards a Social Skills Modelling Definition";"https://publications.hse.ru/view/224105904";"Bombieri Lucia";"Journal of Social Science Research";"2018";"2";"12";"2747 - 2755";"10.24297/jssr.v12i2.7431";"учитель; образовательная ценность; социальная компетенция; Имитация и моделирование"
5;"Статья";"The connection between social cohesion and personality: A multilevel study in the Kyrgyz Republic";"https://publications.hse.ru/view/230326408";"Larsen Mandi M.; Esenaliev Damir; Bruck Tilman; Boehnke Klaus";"International Journal of Psychology";"2018";NA;NA;"1 - 10";"10.1002/ijop.12551";NA
5;"Глава";"The kaleidoscope of language, ethnicity, and identity in Uzbekistan.";"https://publications.hse.ru/view/226976783";"Isaeva K.; Adams B.G.; van de Vijver Fons";"Changing Values and Identities in Post-Communist World";"2018";NA;NA;"295 - 312";NA;NA
5;"Статья";"The Mediating Role of Identity Incompatibility in the Relationship between Perceived Discrimination and Acculturation Preferences in Two Generations of the Ethnic Russian Minority in the North Caucasus";"https://publications.hse.ru/view/206153749";"Lepshokova Zarina; Lebedeva Nadezhda; van de Vijver Fons";"European Journal of Developmental Psychology";"2018";"1";"15";"99 - 114";"10.1080/17405629.2017.1336433";NA
5;"Глава";"The Role of Acculturation Strategies, and Personality in Resilience and Wellbeing in China";"https://publications.hse.ru/view/206356605";"Berry John W.; Han L.";"Contextualising Immigrant Resilience";"2018";NA;NA;"144 - 162";NA;NA
5;"Препринт";"THE ROLE OF INDIVIDUAL VALUES AND MOTIVATION IN CREATIVE BEHAVIOR IN MICRO-DOMAINS OF LITERARY CREATIVITY: PROSE AND POETRY WRITING";"https://publications.hse.ru/view/226502173";"Bultseva Maria A.; Lebedeva Nadezhda";"PSYCHOLOGY. WP BRP. Издательский дом НИУ ВШЭ";"2018";NA;NA;NA;NA;NA
5;"Препринт";"The role of multiple identities and acculturation strategies in psychological well-being of Crimean Tatars";"https://publications.hse.ru/view/226229342";"Kodja Ekaterina; Lebedeva Nadezhda";"Psychology. PSY. Высшая школа экономики";"2018";NA;NA;NA;NA;NA
5;"Глава";"The Role of Social Disidenti<U+FB01>cation in Acculturation Preferences of Ethnic Majority and Minority Members in Kabardino-Balkar Republic";"https://publications.hse.ru/view/227119353";"Lepshokova Zarina; Lebedeva Nadezhda";"Changing Values and Identities in Post-Communist World";"2018";NA;NA;"313 - 331";"10.1007/978-3-319-72616-8_18";NA
5;"Статья";"Toward an ecological perspective of interethnic ideologies: Moderation effects of ethnic density on relationships between interethnic ideologies and intergroup bias";"https://publications.hse.ru/view/224113511";"Grigoryev Dmitry; Jurcik Tomas; Batkhina Anastasia; Dubrov Dmitrii";"Russian Psychological Journal";"2018";"2/1";"15";"117 - 130";"10.21702/rpj.2018.2.1.7";NA
5;"Статья";"Towards an Integrated Framework of Bias in Noncognitive Assessment in International Large-Scale Studies: Challenges and Prospects";"https://publications.hse.ru/view/231722895";"van de Vijver Fons";"Educational Measurement: Issues and Practice";"2018";"4";"37";"49 - 56";"10.1111/emip.12227";"тенденции; международные; некогнитивные конструкты; перспективы"
5;"Глава";"Value Similarity with Mothers and Peers and Family Climate as Predictors of Well-Being of Russian Youth in Latvia";"https://publications.hse.ru/view/219700226";"Ryabichenko Tatiana; Lebedeva Nadezhda; Plotka Irina";"Changing Values and Identities in Post-Communist World";"2018";NA;NA;"191 - 205";"10.1007/978-3-319-72616-8_11";"ценности; аккультурация; трансмиссия ценностей; Латвия; благополучие"
5;"Глава";"Values of Ethnic Russian Minority Members in North Caucasus Republics of the Russian Federation: An Inter- and Intragenerational Comparison";"https://publications.hse.ru/view/219591132";"Galyapina Victoria Nikolaevna; Lebedeva Nadezhda; Lepshokova Zarina; Boehnke Klaus";"Changing Values and Identities in Post-Communist World";"2018";NA;NA;"157 - 173";"10.1007/978-3-319-72616-8_9";"индивидуальные ценности; поколения; Северный Кавказ"
5;"Глава";"Werteentwicklung und Wertewandel bei Kindern – Wunsche an die Forschung.";"https://publications.hse.ru/view/228132185";"Boehnke Klaus";"Werteentwicklung im Kindes- und Jugendalter";"2018";NA;NA;"77 - 96";NA;NA
5;"Статья";"Адаптация инструментария социально-психологического исследования на выборке людей, пребывающих в бедности";"https://publications.hse.ru/view/188650987";"Ефремова Мария Викторовна; Полуэктова Ольга Владимировна";"Социальная психология и общество";"2018";"2";NA;"179 - 203";"10.17759/sps.2018090212";NA
5;"Статья";"Ассимиляционизм, мультикультурализм, этнический дальтонизм и поликультурализм в российском контексте";"https://publications.hse.ru/view/220215326";"Григорьев Дмитрий Сергеевич; Батхина Анастасия Александровна; Дубров Дмитрий Игоревич";"Cultural-Historical Psychology";"2018";"2";"14";"53 - 65";"10.17759/chp.2018140206";NA
5;"Глава";"Взаимосвязь креативности и культурной компетенции студентов из монокультурных и поликультурных учебных групп";"https://publications.hse.ru/view/222769027";"Бульцева Мария Александровна";"Психология творчества и одаренности: материалы Всероссийской научно-практической конференции, г. Мос- ква, 20–21 апреля 2018 г.: сборник статей";"2018";NA;NA;"112 - 115";NA;NA
5;"Статья";"Взаимосвязь межкультурной компетентности и креативности у российских студентов";"https://publications.hse.ru/view/222768213";"Бульцева Мария Александровна; Лебедева Надежда Михайловна";"Общественные науки и современность";"2018";NA;"6";"31 - 44";NA;NA
